,price,unitOfMeasure,sellByWeight,aisleName,name,prop65WarningIconRequired,departmentName,pid,aisleId,upc,restrictedValue,displayType,basePrice,averageWeight,pricePer,salesRank,shelfName,id,featured,inventoryAvailable,pastPurchased,isArProduct,unitQuantity,displayEstimateText,displayUnitQuantityText,promoEndDate,isMtoProduct,preparationTime,channelEligibility.delivery,channelEligibility.inStore,channelEligibility.pickUp,channelInventory.delivery,channelInventory.pickup,channelInventory.instore,promoDescription,promoType
86,0.5,LB,I,Fresh Vegetables & Herbs|1_23_2,Garlic,False,Fruits & Vegetables,184390060,1_23_2_14,0048439006001,0,1,0.5,['0.25'],0.5,25,Onions & Garlic,184390060,False,1,False,False,EACH,,ea,,False,0,True,True,True,1,1,1,,
87,0.75,LB,W,Fresh Vegetables & Herbs|1_23_2,Green Jalapeno Peppers - 0.25 Lb,False,Fruits & Vegetables,184490015,1_23_2_15,0048449008301,0,1,0.75,['0.25'],2.99,17,Peppers,184490015,False,1,False,False,LB,,,,False,0,True,True,True,1,1,1,,
88,3.49,OZ,I,Packaged Produce|1_23_4,Signature Farms Vegetable Medley Steam In Bag - 12 Oz,False,Fruits & Vegetables,960055471,1_23_4_4,0002113098332,0,-1,3.49,['0.00'],4.65,3695,Packaged Vegetables,960055471,False,1,False,False,POUND,,ea,,False,0,True,True,True,1,1,1,,
89,2.0,OZ,I,Packaged Produce|1_23_4,Fortune Yakisoba Noodle Teriyaki Stir-Fry Prepacked - 7.7 Oz,False,Fruits & Vegetables,184810024,1_23_4_5,0007049203863,0,-1,2.99,['0.00'],0.26,4960,Tofu & Meat Alternatives,184810024,False,1,False,False,OUNCE,,ea,2022-04-26T23:59:00,False,0,True,True,True,1,1,1,Safeway Club Price: HEALTHY AISLES &lt;BR&gt;2 for $4.0&lt;BR&gt;SAVE up to:$ 1.98 on 2,P
90,2.99,LB,I,Fresh Vegetables & Herbs|1_23_2,Signature Farms Idaho Russet Potatoes - 5 Lb,False,Fruits & Vegetables,960077776,1_23_2_16,0002113053064,0,-1,2.99,['0.00'],0.6,105,Potatoes & Yams,960077776,False,1,False,False,LB,,ea,,False,0,True,True,True,1,1,1,,
91,4.99,CT,I,Fresh Vegetables & Herbs|1_23_2,Organic Romaine Hearts Prepackaged - 3 Count,False,Fruits & Vegetables,184710197,1_23_2_12,0007989340851,0,-1,4.99,['0.00'],1.66,292,Lettuce & Greens,184710197,False,1,False,False,COUNT,,ea,,False,0,True,True,True,1,1,1,,
92,2.99,OZ,I,Fresh Vegetables & Herbs|1_23_2,Signature Farms White Sliced Mushrooms - 8 Oz,False,Fruits & Vegetables,960073826,1_23_2_13,0002113028443,0,-1,2.99,['0.00'],0.37,144,Mushrooms,960073826,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
93,3.49,LB,I,Packaged Produce|1_23_4,Mini Peeled Organic Carrots - 16 Oz,False,Fruits & Vegetables,184710017,1_23_4_4,0007989340850,0,-1,3.49,['0.00'],3.49,111,Packaged Vegetables,184710017,False,1,False,False,LB,,ea,,False,0,True,True,True,1,1,1,,
94,5.0,OZ,I,Packaged Produce|1_23_4,O Organics Organic Spring Mix - 16 Oz,False,Fruits & Vegetables,184650206,1_23_4_3,0007989340856,0,-1,5.0,['0.00'],0.31,281,Packaged Salads,184650206,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
95,4.49,OZ,I,Packaged Produce|1_23_4,Taylor Farms Avocado Ranch Chopped Salad Kit Bag - 12.8 Oz,False,Fruits & Vegetables,960417281,1_23_4_3,0003022304150,0,-1,4.49,['0.00'],0.35,257,Packaged Salads,960417281,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
96,3.99,OZ,I,Packaged Produce|1_23_4,Fresh Cut Asparagus Trimmed Tray Pack - 10 Oz,False,Fruits & Vegetables,960121808,1_23_4_4,0073655800056,0,-1,3.99,['0.00'],0.4,1144,Packaged Vegetables,960121808,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
97,3.49,OZ,I,Packaged Produce|1_23_4,Signature Farms Broccoli Florets Steam In Bag - 12 Oz,False,Fruits & Vegetables,960055474,1_23_4_4,0002113098340,0,-1,3.49,['0.00'],0.29,331,Packaged Vegetables,960055474,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
98,2.99,OZ,I,Packaged Produce|1_23_4,Signature Farms Snow Peas Fancy - 6 Oz,False,Fruits & Vegetables,960055476,1_23_4_4,0002113098342,0,-1,2.99,['0.00'],0.5,2073,Packaged Vegetables,960055476,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
99,2.49,OZ,I,Packaged Produce|1_23_4,O Organics Organic Tofu Extra Firm - 14 Oz,False,Fruits & Vegetables,960027626,1_23_4_5,0007989340186,0,-1,2.49,['0.00'],0.18,432,Tofu & Meat Alternatives,960027626,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
100,3.99,OZ,I,Packaged Produce|1_23_4,Fresh Express Salad Greens Hearts Of Romaine - 9 Oz,False,Fruits & Vegetables,184650097,1_23_4_3,0007127926102,0,-1,3.99,['0.00'],0.44,401,Packaged Salads,184650097,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
101,4.49,OZ,I,Packaged Produce|1_23_4,Fresh Express Caesar Supreme Salad Kit - 10.5 Oz,False,Fruits & Vegetables,184650224,1_23_4_3,0007127930104,0,-1,4.49,['0.00'],0.43,142,Packaged Salads,184650224,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
102,2.99,OZ,I,Packaged Produce|1_23_4,Love Beets Peeled Cooked Beets - 8.8 Oz,False,Fruits & Vegetables,960267972,1_23_4_4,0085099600494,0,-1,2.99,['0.00'],0.34,3000,Packaged Vegetables,960267972,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
103,5.99,LB,I,Fresh Vegetables & Herbs|1_23_2,Signature Farms Gold Potatoes Prepackaged - 5 Lb,False,Fruits & Vegetables,960143719,1_23_2_16,0002113053079,0,-1,5.99,['0.00'],1.2,90,Potatoes & Yams,960143719,False,1,False,False,LB,,ea,,False,0,True,True,True,1,1,1,,
104,3.99,LB,I,Fresh Fruits|1_23_1,O Organics Apples Fuji - 2 Lb,False,Fruits & Vegetables,960317044,1_23_1_1,0007989340990,0,-1,3.99,['0.00'],2.0,572,Apples,960317044,False,1,False,False,LB,,ea,,False,0,True,True,True,1,1,1,,
105,3.49,OZ,I,Fresh Vegetables & Herbs|1_23_2,O Organics Organic Mushrooms Whole White Prepacked - 8 Oz,False,Fruits & Vegetables,960039017,1_23_2_13,0007989340189,0,-1,3.49,['0.00'],0.44,1833,Mushrooms,960039017,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
106,3.49,OZ,I,Fresh Vegetables & Herbs|1_23_2,Mushrooms Babybella Organic Prepacked - 8 Oz,False,Fruits & Vegetables,960165921,1_23_2_13,0007989340190,0,-1,3.49,['0.00'],0.44,828,Mushrooms,960165921,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
107,5.99,OZ,I,Fresh Vegetables & Herbs|1_23_2,NatureSweet Tomatoes Constellation Bowl - 16.5 Oz,False,Fruits & Vegetables,960228121,1_23_2_20,0075166641405,0,-1,5.99,['0.00'],0.36,364,Tomatoes,960228121,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
108,1.5,LB,W,Fresh Vegetables & Herbs|1_23_2,Ripe Vine Tomatoes,False,Fruits & Vegetables,184570136,1_23_2_20,0048457013601,0,1,1.5,['0.50'],2.99,136,Tomatoes,184570136,False,1,False,False,LB,approx,ea,,False,0,True,True,True,1,1,1,,
109,1.0,LB,W,Fresh Fruits|1_23_1,D Anjou Pear,False,Fruits & Vegetables,184120177,1_23_1_8,0048412017701,0,1,1.0,['0.50'],1.99,77,Pears,184120177,False,1,False,False,LB,approx,ea,,False,0,True,True,True,1,1,1,,
110,1.0,LB,W,Fresh Vegetables & Herbs|1_23_2,Ginger Root,False,Fruits & Vegetables,184540027,1_23_2_19,0048454003701,0,1,1.0,['0.25'],3.99,158,Specialty Vegetables,184540027,False,1,False,False,LB,approx,ea,,False,0,True,True,True,1,1,1,,
111,1.0,LB,W,Fresh Fruits|1_23_1,Red Delicious Large Apple,False,Fruits & Vegetables,184020045,1_23_1_1,0048402004501,0,1,1.0,['0.50'],1.99,124,Apples,184020045,False,1,False,False,LB,approx,ea,,False,0,True,True,True,1,1,1,,
112,1.0,LB,W,Fresh Fruits|1_23_1,Cara Cara Navel Oranges,False,Fruits & Vegetables,184080046,1_23_1_5,0007224054332,0,-1,1.0,['0.50'],1.99,454,Citrus,184080046,False,1,False,False,LB,approx,ea,,False,0,True,True,True,1,1,1,,
113,0.63,LB,W,Fresh Fruits|1_23_1,Gala Large Apple,False,Fruits & Vegetables,184020149,1_23_1_1,0048402014901,0,1,1.25,['0.50'],1.25,41,Apples,184020149,False,1,False,False,LB,approx,ea,2022-04-26T23:59:00,False,0,True,True,True,1,1,1,Safeway Club Price: $1.25 lb&lt;BR&gt;SAVE up to: $1.24 lb,P
114,4.49,OZ,I,Packaged Produce|1_23_4,Fresh Express Salad Chopped Caesar Kit - 10.4 Oz,False,Fruits & Vegetables,960471385,1_23_4_3,0007127930919,0,-1,4.49,['0.00'],0.48,365,Packaged Salads,960471385,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
115,1.99,OZ,I,Packaged Produce|1_23_4,Signature Farms Lettuce Shreds - 8 Oz,False,Fruits & Vegetables,960531252,1_23_4_3,0002113011218,0,-1,2.29,['0.00'],0.25,63,Packaged Salads,960531252,False,1,False,False,OUNCE,,ea,2022-04-26T23:59:00,False,0,True,True,True,1,1,1,Safeway Club Price: SIGNATURE SALE $1.99&lt;BR&gt;SAVE up to: $0.3,P
116,5.0,LB,I,Packaged Produce|1_23_4,Signature Farms Brussels Sprouts - 2 Lb,False,Fruits & Vegetables,960115821,1_23_4_4,0002113020441,0,-1,5.0,['0.00'],2.5,1994,Packaged Vegetables,960115821,False,1,False,False,LB,,ea,,False,0,True,True,True,1,1,1,,
117,3.99,OZ,I,Packaged Produce|1_23_4,O Organics Organic Half & Half Blend Spring Mix & Baby Spinach - 5 Oz,False,Fruits & Vegetables,960051292,1_23_4_3,0007989340910,0,-1,3.99,['0.00'],0.8,855,Packaged Salads,960051292,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
118,5.99,OZ,I,Fresh Fruits|1_23_1,Organic Blueberries Prepacked - 6 Oz,False,Fruits & Vegetables,184700295,1_23_1_4,0071575630009,0,-1,5.99,['0.00'],1.0,163,Berries,184700295,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
119,2.99,LB,I,Fresh Vegetables & Herbs|1_23_2,Organic Celery - 1 Bunch,False,Fruits & Vegetables,184710298,1_23_2_8,0000065196772,0,-1,2.99,['2.00'],2.99,264,Celery,184710298,False,1,False,False,EACH,,ea,,False,0,True,True,True,1,1,1,,
120,1.29,LB,W,Fresh Vegetables & Herbs|1_23_2,Carrots - 1 Lb,False,Fruits & Vegetables,184320053,1_23_2_7,0048432005301,0,1,1.29,['1.00'],1.29,67,Carrots,184320053,False,1,False,False,LB,,,,False,0,True,True,True,1,1,1,,
121,1.99,EA,I,Fresh Vegetables & Herbs|1_23_2,Eggplant,False,Fruits & Vegetables,184370014,1_23_2_19,0048437001401,0,1,1.99,['1.00'],1.99,444,Specialty Vegetables,184370014,False,1,False,False,EACH,,,,False,0,True,True,True,1,1,1,,
122,3.99,OZ,I,Packaged Produce|1_23_4,O Organics Organic Baby Arugula - 5 Oz,False,Fruits & Vegetables,960032902,1_23_4_3,0007989340883,0,-1,3.99,['0.00'],0.8,282,Packaged Salads,960032902,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
123,4.99,OZ,I,Packaged Produce|1_23_4,Fresh Cut Kiwi Pineapple & Strawberry Bowl - 20 Oz,False,Fruits & Vegetables,960131364,1_23_4_2,0024204100000,0,-1,4.99,['0.00'],0.25,1412,Packaged Fresh Fruit,960131364,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
124,3.99,OZ,I,Packaged Produce|1_23_4,Fresh Cut Watermelon Cup - 12 Oz,False,Fruits & Vegetables,960131353,1_23_4_2,0024202600000,0,-1,3.99,['0.00'],0.33,1868,Packaged Fresh Fruit,960131353,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
125,5.99,OZ,I,Packaged Produce|1_23_4,Signature Farms Minced Garlic - 32 Oz,False,Fruits & Vegetables,960086090,1_23_4_4,0002113098082,0,-1,5.99,['0.00'],0.19,1415,Packaged Vegetables,960086090,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
126,0.45,LB,W,Fresh Fruits|1_23_1,Organic Banana,False,Fruits & Vegetables,184700054,1_23_1_3,0048470005401,0,1,0.5,['0.50'],0.89,2,Bananas,184700054,False,1,False,False,LB,approx,ea,2022-05-31T23:59:00,False,0,True,True,True,1,1,1,Safeway Club Price: $0.89 lb&lt;BR&gt;SAVE up to: $0.10 lb,P
127,2.99,LB,I,Fresh Vegetables & Herbs|1_23_2,Organic Carrots Prepackaged - 2lb,False,Fruits & Vegetables,184710082,1_23_2_7,0007989340902,0,-1,2.99,['0.00'],1.5,262,Carrots,184710082,False,1,False,False,LB,,ea,,False,0,True,True,True,1,1,1,,
128,2.49,EA,I,Fresh Vegetables & Herbs|1_23_2,Organic Red Bell Pepper,False,Fruits & Vegetables,184710682,1_23_2_15,0089624700111,0,1,2.49,['0.50'],2.49,299,Peppers,184710682,False,1,False,False,EACH,,ea,,False,0,True,True,True,1,1,1,,
129,2.99,OZ,I,Fresh Vegetables & Herbs|1_23_2,Signature Farms Mini Baby Gold Potatoes - 1.5 Lb,False,Fruits & Vegetables,960077773,1_23_2_16,0002113028487,0,-1,2.99,['0.00'],0.12,308,Potatoes & Yams,960077773,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
130,2.79,LB,I,Fresh Vegetables & Herbs|1_23_2,Romaine Lettuce,False,Fruits & Vegetables,184420020,1_23_2_12,0003338365101,0,1,2.79,['1.00'],2.79,183,Lettuce & Greens,184420020,False,1,False,False,EACH,,ea,,False,0,True,True,True,1,1,1,,
131,1.49,EA,I,Fresh Vegetables & Herbs|1_23_2,Red Radishes - 1 Bunch,False,Fruits & Vegetables,184520017,1_23_2_17,0048452001701,0,-1,1.49,['0.00'],1.49,457,Radishes & Roots,184520017,False,1,False,False,EACH,,ea,,False,0,True,True,True,1,1,1,,
132,3.99,OZ,I,Packaged Produce|1_23_4,Fresh Cut Pineapple Cup - 12 Oz,False,Fruits & Vegetables,960131356,1_23_4_2,0024202900000,0,-1,3.99,['0.00'],0.33,3454,Packaged Fresh Fruit,960131356,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
133,3.49,LB,I,Fresh Vegetables & Herbs|1_23_2,Cal-Organic Farms Organic Broccoli,False,Fruits & Vegetables,184710086,1_23_2_4,0003260103122,0,-1,3.49,['1.00'],3.49,287,Broccoli & Cauliflower,184710086,False,1,False,False,EACH,,ea,,False,0,True,True,True,1,1,1,,
134,1.5,LB,W,Fresh Fruits|1_23_1,Organic Fuji Apple,False,Fruits & Vegetables,184700039,1_23_1_1,0048470003901,0,1,1.5,['0.50'],2.99,178,Apples,184700039,False,1,False,False,LB,approx,ea,,False,0,True,True,True,1,1,1,,
135,1.5,LB,W,Fresh Fruits|1_23_1,Envy Apple,False,Fruits & Vegetables,960080685,1_23_1_1,0941919903616,0,-1,1.5,['0.50'],2.99,284,Apples,960080685,False,1,False,False,LB,approx,ea,,False,0,True,True,True,1,1,1,,
136,1.0,LB,W,Fresh Fruits|1_23_1,Red Pear,False,Fruits & Vegetables,184120168,1_23_1_8,0048412016403,0,1,1.0,['0.50'],1.99,1103,Pears,184120168,False,1,False,False,LB,approx,ea,,False,0,True,True,True,1,1,1,,
137,0.87,LB,W,Fresh Vegetables & Herbs|1_23_2,Bok Choy Baby,False,Fruits & Vegetables,184310006,1_23_2_19,0048438017602,0,1,0.87,['0.25'],3.49,493,Specialty Vegetables,184310006,False,1,False,False,LB,approx,ea,,False,0,True,True,True,1,1,1,,
138,3.99,OZ,I,Packaged Produce|1_23_4,Fresh Express Greens Sweet Butter Salad - 6 Oz,False,Fruits & Vegetables,184650219,1_23_4_3,0007127922103,0,-1,3.99,['0.00'],0.67,324,Packaged Salads,184650219,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
139,3.69,OZ,I,Packaged Produce|1_23_4,Signature Farms Salad Baby Spinach - 5 OZ,False,Fruits & Vegetables,970005175,1_23_4_3,0002113014669,0,-1,3.69,['0.00'],0.74,99999,Packaged Salads,970005175,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
140,1.99,OZ,I,Packaged Produce|1_23_4,Signature Farms Garden Green & Crisp Salad - 11 Oz,False,Fruits & Vegetables,960531255,1_23_4_3,0002113041912,0,-1,2.49,['0.00'],0.18,886,Packaged Salads,960531255,False,1,False,False,OUNCE,,ea,2022-04-26T23:59:00,False,0,True,True,True,1,1,1,Safeway Club Price: SIGNATURE SALE $1.99&lt;BR&gt;SAVE up to: $0.5,P
141,2.49,OZ,I,Packaged Produce|1_23_4,Signature Minced Garlic - 8 Oz,False,Fruits & Vegetables,960051448,1_23_4_4,0002113098060,0,-1,2.49,['0.00'],0.31,1057,Packaged Vegetables,960051448,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
142,1.79,EA,I,Fresh Vegetables & Herbs|1_23_2,Cal-Organic Farms Organic Red Radishes - 1 Bunch,False,Fruits & Vegetables,184710198,1_23_2_17,0003338390413,0,-1,1.79,['0.00'],1.79,695,Radishes & Roots,184710198,False,1,False,False,EACH,,ea,,False,0,True,True,True,1,1,1,,
143,0.79,EA,I,Fresh Fruits|1_23_1,Kiwi,False,Fruits & Vegetables,960186386,1_23_1_10,0089815700204,0,1,0.79,['0.25'],0.79,147,Tropical Fruit,960186386,False,1,False,False,EACH,,ea,,False,0,True,True,True,1,1,1,,
144,4.99,LB,I,Fresh Fruits|1_23_1,Mini Seedless Watermelon,False,Fruits & Vegetables,184110040,1_23_1_7,0073655800026,0,-1,4.99,['4.00'],4.99,196,Melons,184110040,False,1,False,False,EACH,,ea,,False,0,True,True,True,1,1,1,,
145,0.75,LB,W,Fresh Vegetables & Herbs|1_23_2,Peppers Chili Serrano,False,Fruits & Vegetables,184490173,1_23_2_15,0048449017301,0,1,0.75,['0.25'],2.99,117,Peppers,184490173,False,1,False,False,LB,,,,False,0,True,True,True,1,1,1,,
146,2.99,OZ,I,Fresh Vegetables & Herbs|1_23_2,Signature Farms Celery Hearts Prepacked - 16 Oz,False,Fruits & Vegetables,960049836,1_23_2_8,0002113033819,0,-1,2.99,['0.00'],0.19,764,Celery,960049836,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
147,2.99,EA,I,Fresh Fruits|1_23_1,Organic Hass Avocado,False,Fruits & Vegetables,184700157,1_23_1_2,0088100694046,0,-1,2.99,['0.50'],2.99,113,Avocados,184700157,False,1,False,False,EACH,,ea,,False,0,True,True,True,1,1,1,,
148,3.99,LB,I,Fresh Vegetables & Herbs|1_23_2,O Organics Onion Sweet - 2 Lb,False,Fruits & Vegetables,960483202,1_23_2_14,0007989310957,0,-1,3.99,['0.00'],2.0,800,Onions & Garlic,960483202,False,1,False,False,LB,,ea,,False,0,True,True,True,1,1,1,,
149,0.75,LB,W,Fresh Vegetables & Herbs|1_23_2,Peppers Pasilla,False,Fruits & Vegetables,184490016,1_23_2_15,0048449001601,0,1,0.75,['0.25'],2.99,318,Peppers,184490016,False,1,False,False,LB,,,,False,0,True,True,True,1,1,1,,
150,3.99,OZ,I,Packaged Produce|1_23_4,Fresh Express Salad Greens American - 11 Oz,False,Fruits & Vegetables,184650021,1_23_4_3,0007127924100,0,-1,3.99,['0.00'],0.36,2102,Packaged Salads,184650021,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
151,1.79,EA,I,Fresh Vegetables & Herbs|1_23_2,Organic Cucumber,False,Fruits & Vegetables,184710365,1_23_2_10,0048471022501,0,1,1.79,['0.50'],1.79,138,Cucumbers,184710365,False,1,False,False,EACH,,ea,,False,0,True,True,True,1,1,1,,
152,1.49,EA,I,Fresh Fruits|1_23_1,Organic Lemon,False,Fruits & Vegetables,184700085,1_23_1_5,0085000998423,0,-1,1.49,['0.50'],1.49,250,Citrus,184700085,False,1,False,False,EACH,,ea,,False,0,True,True,True,1,1,1,,
153,2.49,OZ,I,Packaged Produce|1_23_4,Signature Farms Carrot Chips - 16 Oz,False,Fruits & Vegetables,960073687,1_23_4_4,0002113070217,0,-1,2.49,['0.00'],0.16,3383,Packaged Vegetables,960073687,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
154,1.49,EA,I,Fresh Vegetables & Herbs|1_23_2,Cal-Organic Farms Organic Cilantro - 1 Bunch,False,Fruits & Vegetables,184710053,1_23_2_11,0003338390419,0,-1,1.49,['0.00'],1.49,226,Herbs,184710053,False,1,False,False,EACH,,ea,,False,0,True,True,True,1,1,1,,
155,2.09,LB,W,Fresh Vegetables & Herbs|1_23_2,Jicama,False,Fruits & Vegetables,184540057,1_23_2_19,0048454005702,0,1,2.09,['1.40'],1.49,3419,Specialty Vegetables,184540057,False,1,False,False,LB,approx,ea,,False,0,True,True,True,1,1,1,,
156,1.72,LB,W,Fresh Vegetables & Herbs|1_23_2,White Onion,False,Fruits & Vegetables,184450052,1_23_2_14,0048445005201,0,1,1.72,['0.75'],2.29,54,Onions & Garlic,184450052,False,1,False,False,LB,approx,ea,,False,0,True,True,True,1,1,1,,
157,0.57,LB,W,Fresh Vegetables & Herbs|1_23_2,Potatoes Petite Red,False,Fruits & Vegetables,184500048,1_23_2_16,0048450005603,0,1,0.57,['0.25'],2.29,108,Potatoes & Yams,184500048,False,1,False,False,LB,approx,ea,,False,0,True,True,True,1,1,1,,
158,4.49,OZ,I,Packaged Produce|1_23_4,Taylor Farms Sweet Kale Chopped Salad Kit Bag - 12 Oz,False,Fruits & Vegetables,960123915,1_23_4_3,0003022304074,0,-1,4.49,['0.00'],0.37,229,Packaged Salads,960123915,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
159,1.32,LB,W,Fresh Vegetables & Herbs|1_23_2,Organic On The Vine Red Tomato,False,Fruits & Vegetables,184710696,1_23_2_20,0048471069601,0,1,1.65,['0.33'],3.99,510,Tomatoes,184710696,False,1,False,False,LB,approx,ea,2022-04-26T23:59:00,False,0,True,True,True,1,1,1,Safeway Club Price: $3.99 lb&lt;BR&gt;SAVE up to: $1.0 lb,P
160,1.0,LB,W,Fresh Fruits|1_23_1,Bosc Pear,False,Fruits & Vegetables,184120608,1_23_1_8,0048412018804,0,1,1.0,['0.50'],1.99,335,Pears,184120608,False,1,False,False,LB,approx,ea,,False,0,True,True,True,1,1,1,,
161,4.49,OZ,I,Packaged Produce|1_23_4,Signature Farms Cafe Bowl Chicken Caesar Salad - 6.25 Oz,False,Fruits & Vegetables,960056948,1_23_4_3,0002113033689,0,-1,4.49,['0.00'],0.72,668,Packaged Salads,960056948,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
162,5.0,OZ,I,Packaged Produce|1_23_4,O Organics Organic Salad Fresh Herb Blend Prepacked - 16 Oz,False,Fruits & Vegetables,960044811,1_23_4_3,0007989340887,0,-1,5.0,['0.00'],0.31,4607,Packaged Salads,960044811,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
163,1.99,OZ,I,Packaged Produce|1_23_4,Signature Farms Salad Premium Romaine - 9 Oz,False,Fruits & Vegetables,960531256,1_23_4_3,0002113041916,0,-1,2.49,['0.00'],0.22,605,Packaged Salads,960531256,False,1,False,False,OUNCE,,ea,2022-04-26T23:59:00,False,0,True,True,True,1,1,1,Safeway Club Price: SIGNATURE SALE $1.99&lt;BR&gt;SAVE up to: $0.5,P
164,2.99,OZ,I,Fresh Vegetables & Herbs|1_23_2,O Organics Organic Shredded Carrots - 10 Oz,False,Fruits & Vegetables,960136482,1_23_2_7,0007989340960,0,-1,2.99,['0.00'],0.3,376,Carrots,960136482,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
165,5.99,OZ,I,Packaged Produce|1_23_4,Cleveland Kraut Sauerkraut Classic Caraway - 16 Oz,False,Fruits & Vegetables,960533767,1_23_4_5,0086998200000,0,-1,5.99,['0.00'],0.37,11355,Tofu & Meat Alternatives,960533767,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
166,3.99,OZ,I,Packaged Produce|1_23_4,O Organics Organic Whole Peeled Garlic - 6 Oz,False,Fruits & Vegetables,960024423,1_23_4_4,0007989398087,0,-1,3.99,['0.00'],0.67,1198,Packaged Vegetables,960024423,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
167,1.0,LB,W,Fresh Fruits|1_23_1,Bananas Plantain,False,Fruits & Vegetables,184060005,1_23_1_3,0048406000501,0,1,1.0,['0.50'],1.99,721,Bananas,184060005,False,1,False,False,LB,approx,ea,,False,0,True,True,True,1,1,1,,
168,4.49,OZ,I,Packaged Produce|1_23_4,Taylor Farms Steakhouse Wedge Chopped Salad Kit Bag - 12.35 Oz,False,Fruits & Vegetables,960519978,1_23_4_3,0003022302433,0,-1,4.49,['0.00'],0.35,845,Packaged Salads,960519978,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
169,4.49,OZ,I,Packaged Produce|1_23_4,Taylor Farms Sunflower Crunch Chopped Salad Kit Bag - 12.85 Oz,False,Fruits & Vegetables,960226246,1_23_4_3,0003022304114,0,-1,4.49,['0.00'],0.35,682,Packaged Salads,960226246,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
170,5.0,OZ,I,Packaged Produce|1_23_4,O Organics Half & Half Salad Blend - 16 OZ,False,Fruits & Vegetables,970126545,1_23_4_3,0007989340915,0,-1,5.0,['0.00'],0.31,99999,Packaged Salads,970126545,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
171,5.0,OZ,I,Packaged Produce|1_23_4,O Organics Organic Baby Arugula - 16 Oz,False,Fruits & Vegetables,960108231,1_23_4_3,0007989340944,0,-1,5.0,['0.00'],0.31,3261,Packaged Salads,960108231,False,1,False,False,OUNCE,,ea,,False,0,True,True,True,1,1,1,,
172,2.99,EA,I,Fresh Vegetables & Herbs|1_23_2,Organic Long English Hot House Cucumber - Each,False,Fruits & Vegetables,970004388,1_23_2_10,0074124300508,0,1,2.99,['0.00'],2.99,99999,Cucumbers,970004388,False,1,False,False,EACH,,ea,,False,0,True,True,True,1,1,1,,
173,1.87,LB,W,Fresh Vegetables & Herbs|1_23_2,Organic Red Onion,False,Fruits & Vegetables,184710488,1_23_2_14,0048471007901,0,1,1.87,['0.75'],2.49,429,Onions & Garlic,184710488,False,1,False,False,LB,approx,ea,,False,0,True,True,True,1,1,1,,
174,2.99,EA,I,Fresh Vegetables & Herbs|1_23_2,Cal-Organic Farms Organic Lacinato Green Kale - 1 Bunch,False,Fruits & Vegetables,960048412,1_23_2_12,0007878390600,0,-1,2.99,['0.60'],2.99,1395,Lettuce & Greens,960048412,False,1,False,False,EACH,,ea,,False,0,True,True,True,1,1,1,,
